"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
462.8,592,51233.2,0.830753
2623.4,3265,52657.6,0.831785
132.6,293,29659,0.832817
1519.7,2075,47997.6,0.834881
1641.9,2072,51932.2,0.837977
361.4,481,49240.6,0.840041
353.6,525,44140.1,0.842105
799.5,1080,48514.8,0.842105
395.2,604,42880.5,0.842105
104,287,23748.2,0.843137
2815.8,3609,51132.2,0.843137
1582.1,2023,51252.9,0.843137
2626,3492,49283.4,0.845201
2834,3561,52156.4,0.845201
2347.8,2991,51442.8,0.848297
172.9,334,33925.7,0.848297
2779.4,3608,50485.2,0.849329
310.7,449,45349.7,0.849329
336.7,460,47969.5,0.850361
144.3,287,32950.7,0.850361
205.4,372,36185.7,0.853457
1586,2053,50628.4,0.854489
488.8,681,47039.6,0.854489
107.9,235,30090.8,0.857585
140.4,248,37101.8,0.857585
2567.5,3331,50514.5,0.859649
387.4,553,45910.8,0.860681
273,456,39235.4,0.861713
427.7,593,47267.7,0.864809
141.7,332,27971.2,0.865841
1506.7,1972,50072.6,0.866873
466.7,613,49895,0.866873
430.3,585,48205.4,0.868937
426.4,605,46189.3,0.868937
405.6,517,51414.7,0.871001
2627.3,3436,50111.4,0.871001
1562.6,2052,49905.7,0.873065
315.9,329,62926.5,0.875129
2787.2,3531,51730.9,0.877193
93.6,215,28531,0.878225
2674.1,3449,50811.8,0.878225
410.8,605,44499.5,0.878225
1627.6,2054,51931.1,0.880289
2392,3121,50228.2,0.881321
2801.5,3661,50150,0.882353
1671.8,2041,53681.1,0.883385
414.7,636,42732.4,0.883385
2802.8,3564,51538.8,0.884417
120.9,213,37198.6,0.888545
2367.3,2960,52413.3,0.890609
131.3,295,29169.1,0.891641
2598.7,3288,51797,0.892673
2554.5,3229,51846.3,0.892673
136.5,260,34406.4,0.894737
191.1,293,42743.8,0.896801
417.3,608,44980.5,0.897833
299,545,35954.6,0.900929
2753.4,3379,53402.4,0.902993
104,281,24255.3,0.904025
2709.2,3325,53398.5,0.904025
2550.6,3252,51401,0.905057
1372.8,1816,49541.8,0.905057
2629.9,3341,51587.3,0.905057
400.4,576,45556.6,0.906089
439.4,646,44576.7,0.906089
1596.4,2119,49373.1,0.907121
2407.6,3069,51412.3,0.907121
336.7,471,46849.2,0.912281
465.4,724,42127.7,0.913313
2685.8,3336,52762.8,0.913313
1445.6,1861,50907.5,0.913313
140.4,300,30670.8,0.915377
2783.3,3475,52491,0.916409
608.4,724,55072,0.918473
109.2,243,29450.7,0.921569
1769.3,2253,51466,0.921569
2956.2,3671,52775.1,0.921569
253.5,369,45022.7,0.923633
235.3,453,34041.1,0.925697
156,293,34892.9,0.926729
401.7,628,41920.1,0.927761
291.2,392,48683.9,0.929825
1604.2,2131,49335,0.930857
2380.3,3029,51500.6,0.931889
2546.7,3079,54206.1,0.933953
427.7,581,48244,0.933953
2563.6,3233,51966.6,0.933953
