"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
481,649,48571.4,0.343177
261.3,468,36590.9,0.34421
214.5,378,37189.1,0.34421
122.2,272,29443,0.345244
2411.5,3059,51664,0.346278
4147,5164,52629.3,0.346278
676,905,48952.9,0.346278
247,376,43051.6,0.347311
2572.7,3185,52937,0.347311
3552.9,4421,52667.5,0.348345
4179.5,5041,54336,0.349379
2494.7,3143,52018,0.350412
100.1,240,27334,0.350412
289.9,388,48966.2,0.350412
4183.4,5248,52241.5,0.350412
276.9,459,39535.8,0.351446
156,332,30794,0.351446
214.5,377,37287.7,0.351446
4222.4,5280,52408.9,0.353513
3209.7,4037,52105.8,0.353513
4092.4,5081,52784.8,0.353513
243.1,392,40642.3,0.355581
3767.4,4771,51750.2,0.355581
2434.9,3052,52284.9,0.356614
201.5,343,38500,0.356614
4070.3,5092,52386.3,0.356614
4215.9,5356,51585.7,0.357648
349.7,451,50815.8,0.358682
107.9,208,33996.8,0.359715
2652,3463,50188.1,0.36385
113.1,265,27970.3,0.364884
3923.4,4874,52754.2,0.364884
596.7,857,45630.5,0.365917
1535.3,2054,48986.1,0.365917
4033.9,5000,52873.1,0.366951
213.2,405,34499.4,0.367985
2464.8,3240,49855.9,0.367985
124.8,268,30518.3,0.369018
630.5,849,48669.6,0.369018
3784.3,4817,51486,0.369018
2247.7,2885,51059,0.370052
3883.1,4848,52492.3,0.371086
153.4,293,34311.3,0.371086
4284.8,5453,51496.2,0.371086
724.1,968,49023.4,0.372119
4148.3,5153,52758.2,0.374187
705.9,865,53481.9,0.374187
774.8,969,52401.8,0.37522
3868.8,4785,52987.6,0.376254
800.8,885,59300.8,0.378321
3547.7,4429,52495.4,0.379355
730.6,984,48659.1,0.379355
600.6,788,49950.4,0.379355
4036.5,5243,50455.1,0.380389
2252.9,2966,49779.5,0.381422
4074.2,5152,51825.8,0.38349
544.7,842,42396,0.38349
364,528,45180.1,0.385557
2286.7,3021,49606.5,0.386591
3629.6,4652,51132.7,0.387624
146.9,253,38052.3,0.388658
148.2,343,28316.1,0.393826
631.8,936,44236.8,0.39486
94.9,208,29900.8,0.39486
432.9,671,42281,0.39486
2382.9,3060,51034.6,0.395894
169,353,31375.6,0.396927
104,248,27482.8,0.396927
3974.1,4996,52131,0.403129
2394.6,2881,54471.5,0.403129
4379.7,5397,53182.9,0.40623
87.1,220,25946.3,0.40623
93.6,236,25992.2,0.40623
3755.7,4712,52235.5,0.410365
109.2,241,29695.1,0.411399
3785.6,4848,51174.3,0.411399
4154.8,5267,51697.2,0.412432
167.7,313,35113.1,0.412432
2546.7,3209,52010.1,0.412432
331.5,454,47852.8,0.413466
2819.7,3437,53765.5,0.413466
4200.3,5352,51433.3,0.4145
4046.9,5047,52549.6,0.415533
3668.6,4557,52759.6,0.415533
2550.6,3188,52432.9,0.415533
4000.1,4993,52503.6,0.419668
109.2,277,25835.8,0.419668
143,256,36608,0.421735
535.6,741,47369.9,0.424836
2626,3373,51022.1,0.42587
104,232,29378.2,0.426904
145.6,316,30196.3,0.427937
2347.8,2977,51684.7,0.427937
97.5,232,27542.1,0.431038
224.9,380,38787,0.432072
674.7,876,50476.2,0.432072
210.6,359,38445.4,0.432072
358.8,527,44619.2,0.433106
2217.8,2968,48970.9,0.433106
622.7,821,49706.8,0.434139
703.3,969,47566,0.434139
182,326,36587.6,0.438274
760.5,1043,47785.4,0.442409
2324.4,2889,52728.2,0.444476
93.6,220,27882.6,0.444476
747.5,962,50923.2,0.444476
457.6,693,43274.6,0.44551
2541.5,3161,52692.1,0.44551
4209.4,5437,50738.9,0.446543
704.6,957,48251.5,0.446543
130,271,31437.9,0.448611
4414.8,5652,51190.4,0.448611
4304.3,5336,52864.8,0.450678
642.2,765,55016,0.452745
93.6,249,24635.2,0.453779
3954.6,4773,54298.9,0.453779
227.5,380,39235.4,0.455846
159.9,332,31563.9,0.455846
737.1,977,49443.8,0.455846
141.7,294,31586.6,0.455846
110.5,260,27852.8,0.45688
210.6,306,45104.2,0.459981
143,294,31876.4,0.461015
141.7,230,40375.9,0.462048
3892.2,4828,52833.3,0.463082
776.1,988,51480.2,0.465149
599.3,832,47206.4,0.466183
306.8,441,45592.8,0.467217
720.2,968,48759.3,0.469284
354.9,568,40948.5,0.469284
169,262,42273.2,0.470318
4078.1,5176,51634.9,0.471351
4462.9,5617,52070.6,0.472385
4193.8,5177,53089.6,0.473419
3950.7,5014,51638,0.475486
224.9,461,31971.9,0.475486
145.6,281,33957.4,0.477553
2405,3084,51107,0.479621
557.7,789,46323.7,0.479621
495.3,780,41615.4,0.479621
722.8,916,51713.3,0.480654
117,292,26259.3,0.481688
191.1,360,34788.7,0.482722
724.1,981,48373.7,0.484789
140.4,228,40356.4,0.484789
137.8,336,26877.6,0.485823
651.3,945,45167.8,0.486856
100.1,232,28276.5,0.48789
3762.2,4889,50431.5,0.48789
132.6,252,34484.4,0.488924
622.7,852,47898.2,0.488924
218.4,338,42346.3,0.488924
864.5,1120,50585.6,0.489957
118.3,284,27299,0.490991
2260.7,2846,52058.1,0.490991
400.4,621,42255.4,0.492025
2714.4,3444,51652.4,0.492025
133.9,265,33114.2,0.493058
4114.5,5148,52379.2,0.494092
304.2,464,42965.6,0.496159
148.2,264,36789.5,0.498227
4257.5,5380,51862.4,0.49926
2798.9,3500,52408.2,0.502361
131.3,264,32594.2,0.502361
209.3,399,34377.7,0.503395
270.4,353,50200.9,0.503395
436.8,557,51393.4,0.503395
111.8,256,28620.8,0.504429
2788.5,3542,51594.3,0.505462
91,232,25705.9,0.505462
707.2,1036,44736.5,0.506496
2436.2,3120,51172.7,0.508563
383.5,541,46456.7,0.508563
113.1,236,31407.3,0.510631
2611.7,3304,51804,0.510631
4092.4,5210,51477.8,0.511664
128.7,229,36831.8,0.511664
228.8,412,36394.8,0.511664
744.9,959,50904.9,0.512698
340.6,432,51670.3,0.513732
3725.8,4757,51329.4,0.514765
139.1,377,24180.5,0.516833
4252.3,5340,52187,0.516833
198.9,365,35712.6,0.517866
2610.4,3273,52268.6,0.517866
174.2,380,30043.1,0.517866
721.5,905,52247.8,0.517866
105.3,254,27169.1,0.520967
4204.2,5293,52054.9,0.522001
111.8,265,27648.8,0.523035
4488.9,5657,52003.6,0.523035
178.1,308,37896,0.525102
4629.3,5857,51798.8,0.526136
592.8,756,51388.6,0.528203
4452.5,5528,52785.6,0.529236
2519.4,3353,49242.9,0.53027
3971.5,5133,50706.4,0.532337
2606.5,3200,53381.1,0.532337
340.6,561,39788.9,0.533371
826.8,987,54898.9,0.534405
114.4,249,30109.7,0.534405
477.1,661,47302.9,0.537506
2453.1,3057,52589.6,0.537506
655.2,914,46979.4,0.538539
110.5,269,26920.9,0.538539
2772.9,3432,52950.1,0.539573
204.1,415,32231.1,0.539573
2726.1,3467,51530.9,0.539573
124.8,311,26298.7,0.540607
4462.9,5329,54884.7,0.540607
373.1,500,48903,0.540607
566.8,821,45244.6,0.542674
330.2,432,50092.6,0.543708
92.3,217,27875.4,0.543708
92.3,209,28942.5,0.546809
4140.5,5001,54259.5,0.546809
178.1,284,41098.5,0.54991
126.1,303,27274.2,0.54991
305.5,413,48477.6,0.550943
106.6,209,33426.5,0.551977
759.2,1016,48971.4,0.553011
4035.2,5249,50381.2,0.554044
4377.1,5445,52682.8,0.555078
2415.4,3016,52485.3,0.555078
4197.7,5201,52893.8,0.556112
106.6,245,28514.8,0.560246
236.6,400,38764.5,0.56128
2385.5,2965,52727.2,0.562314
682.5,944,47381.7,0.563347
4075.5,5049,52900,0.566448
3874,4841,52445,0.567482
332.8,484,45062.8,0.567482
3966.3,4852,53572.8,0.567482
659.1,800,53993.5,0.571617
4156.1,5253,51851.2,0.571617
211.9,404,34374,0.57265
3968.9,5016,51855.2,0.573684
4498,5389,54700.5,0.573684
261.3,448,38224.5,0.574718
4436.9,5572,52185.3,0.575751
1297.4,1223,69522.8,0.575751
109.2,253,28286.7,0.576785
3874,5008,50696.2,0.578852
3835,4748,52934,0.579886
271.7,389,45774.1,0.579886
4218.5,5414,51064.6,0.579886
178.1,236,49457.5,0.58092
3773.9,4731,52277.8,0.58092
2458.3,3070,52477.9,0.581953
3981.9,5085,51319.1,0.582987
2545.4,3253,51280.5,0.582987
14790.1,17876,54222.6,0.584021
252.2,408,40510.2,0.584021
106.6,238,29353.5,0.585054
2316.6,3029,50122.4,0.587122
776.1,1025,49621.9,0.587122
4169.1,5097,53605.3,0.587122
2392,3133,50035.8,0.588155
3589.3,4439,52991.3,0.589189
2811.9,3444,53507.8,0.591256
3766.1,4885,50525.1,0.593324
783.9,965,53237,0.593324
